Datasets,Genre,Creation,basic_statistics_n_chars,basic_statistics_n_complex_words,basic_statistics_n_letters,basic_statistics_n_long_words,basic_statistics_n_monosyllable_words,basic_statistics_n_polysyllable_words,basic_statistics_n_punctuations,basic_statistics_n_sents,basic_statistics_n_simple_words,basic_statistics_n_spaces,basic_statistics_n_syllables,basic_statistics_n_unique_words,basic_statistics_n_words,pos_ner_analysis_ner_LOC,pos_ner_analysis_ner_ORG,pos_ner_analysis_ner_PER,pos_ner_analysis_pos_ADJ,pos_ner_analysis_pos_ADP,pos_ner_analysis_pos_ADV,pos_ner_analysis_pos_AUX,pos_ner_analysis_pos_CCONJ,pos_ner_analysis_pos_DET,pos_ner_analysis_pos_INTJ,pos_ner_analysis_pos_NOUN,pos_ner_analysis_pos_NUM,pos_ner_analysis_pos_PART,pos_ner_analysis_pos_PRON,pos_ner_analysis_pos_PROPN,pos_ner_analysis_pos_PUNCT,pos_ner_analysis_pos_SCONJ,pos_ner_analysis_pos_SPACE,pos_ner_analysis_pos_SYM,pos_ner_analysis_pos_VERB,pos_ner_analysis_pos_X,readability_statistics_automated_readability_index,readability_statistics_coleman_liau_index,readability_statistics_flesch_kincaid_grade,readability_statistics_flesch_reading_easy,readability_statistics_lix,readability_statistics_smog_index,sentiment_analysis_polarity,sentiment_analysis_subjectivity,syntactic_analysis_avg_tree_depth,text_homogeneity_avg_similarity,dependency_ROOT,dependency_acl,dependency_acl:relcl,dependency_advcl,dependency_advmod,dependency_amod,dependency_appos,dependency_aux,dependency_aux:pass,dependency_case,dependency_cc,dependency_ccomp,dependency_compound,dependency_conj,dependency_cop,dependency_csubj,dependency_csubj:pass,dependency_dep,dependency_det,dependency_discourse,dependency_expl,dependency_fixed,dependency_flat,dependency_flat:foreign,dependency_flat:name,dependency_iobj,dependency_list,dependency_mark,dependency_nmod,dependency_nsubj,dependency_nsubj:pass,dependency_nummod,dependency_nummod:entity,dependency_nummod:gov,dependency_obj,dependency_obl,dependency_obl:agent,dependency_orphan,dependency_parataxis,dependency_punct,dependency_xcomp
RuTiE,comprehension/language,Natural,6.016088860011448,0.11294689129190452,4.635293389644343,0.37327702232329324,0.2588604755495738,0.6065964326046936,0.2645534567843938,5966,0.7525100168623629,0.9889698488575362,1.9441685617487354,0.19258674834857134,64641,0.012113055181695828,0.0046564873686978855,0.04128958401014836,0.07212140901285562,0.09934871057069043,0.042341547933973794,0.005429990253863647,0.045126158320570535,0.03514797110193221,0.002320508655497285,0.27269070713633764,0.09721384260763292,0.05176281307529277,0.043470862146315806,0.1000293931096363,0.23375257189709317,0.022245942977367306,0.0008044430005723921,0.0017635865781779367,0.11786636964155876,0.003913924598938754,1.0161254391534769,1.9338108940146408,2.911530400195872,75.90510235878034,48.16259998626832,9.830442267884107,0.3178571428571429,0.8,9.645737704918032,0.5408800355533445,1.0283271873952398,0.05481059336238686,0.07039892725444184,0.10844787127053301,0.6739859202145491,0.5023466309084814,0.6159906134763661,0.011565538048944016,0.004190412336573919,1.1347636607442173,0.4775393898759638,0.04760308414347972,0.0036875628561850488,0.6538719409989943,0.049949715051961115,0.08028830036875628,0.0011733154542406972,0.008883674153536709,0.33540060341937644,0.0013409319477036541,0.0015085484411666108,0.06218571907475696,0.09587663426081126,0.009889373114314448,0.1600737512571237,0.09839088166275561,0.0,0.2271203486423064,0.8551793496480053,1.2194099899430104,0.04257458933959102,0.4073080791149849,0.0006704659738518271,0.298524974857526,0.5524639624539055,0.7309755279919544,0.0016761649346295675,0.009889373114314448,0.21320817968488098,2.5251424740194435,0.13828360710693932
CheGeKa,general_knowledge,Natural,7.030469938581168,0.21653190210552017,5.682641197573298,0.5102857759996995,0.18440440637854286,0.7277004564151688,0.25194868616291954,33421,0.6955729606881914,1.0107412520425987,2.4223460303149826,0.18707387164027722,425928,0.02133459176198794,0.02746004019458688,0.032801318532709754,0.12053445652786386,0.11948263556281813,0.03856989913788246,0.010440731766871396,0.03070706786123476,0.038396160853477586,0.00016904265509663606,0.3018115737871189,0.018533648879622847,0.0358558253977198,0.04282179147649368,0.12145245205762477,0.22969140324186246,0.012776807347720742,0.0001197385473601172,0.00020425987490843523,0.12133036569561052,0.0038339813301778705,8.108116338985923,8.17820561221615,7.337844012981254,44.68438441646455,63.772900031973776,14.736836661444649,0.1875898568103244,0.4697869910590498,10.832552728140568,0.5673701272686734,1.0038897699051494,0.16295143771879955,0.07674815235929505,0.0836898955746387,0.8219682235720056,1.3303013075611143,0.47401334490290536,0.009844109990724395,0.05529457526704767,1.548966218844439,0.39241794081565484,0.047604799377636814,0.0006582687531791389,0.5628497052751265,0.06468986565333174,0.03509769306723318,0.001855121031686664,0.0015559079620597828,0.4722180664851441,0.0040992190538882735,0.005505520481134616,0.08509619700188505,0.0166362466712546,0.023428383351784807,0.21486490529906346,0.14054037880374615,5.984261392537626e-05,0.1341372191137309,1.6457317255617725,1.1105891505340952,0.12456240088567068,0.1169324676101852,0.0004787409114030101,0.06094970228299572,0.5965410969151133,1.1241135812812304,0.0196582986744861,0.014571676490829119,0.1721971215702702,2.9222644445109363,0.2091798569761527
RUSSE,comprehension/language,Natural,6.86959290605085,0.20939418294998544,5.623715890674479,0.5045061861239333,0.2249711226376561,0.6984156612659778,0.19392557912104483,56682,0.7139926009536484,0.9682268494321883,2.378480106461941,0.025092927278822827,1366122,0.01217534012335648,0.0071325986990912965,0.022421130762845486,0.11001945653462868,0.12271305198218022,0.050399598278923846,0.0099668990031637,0.04323186362564983,0.033387208463080166,0.00011199585395740644,0.3247982244631153,0.01589096727817867,0.028377406995861276,0.055496507632554044,0.04430717022345003,0.18586553763133892,0.020367873440293033,0.03580573330932377,0.0004765313786030823,0.1423408743874998,0.0012334183916224172,10.924936070731796,9.148246452366628,12.582646494119349,32.556377781165224,74.55213232044879,19.91156245371761,-0.3014553023096769,0.3861259411061075,23.47099556685797,0.5903066118633884,1.0340319678204721,0.2434458911118168,0.1526410500688049,0.2257506792279736,1.6079354998059348,2.2564658974630394,0.38518400903284994,0.04576408736459546,0.06492360890582548,3.021047246039307,1.0386366042129778,0.18198017007162767,0.0011291062418404432,2.0925690695458874,0.11949119649977065,0.12961786810627712,0.003016830739917434,0.8629900144666737,0.7793832257153946,0.010144313891535231,0.01704244733777919,0.20020465050633357,0.028333509756183622,0.015878056525881232,0.11463956811686249,0.29676087646872024,0.0,0.4345118379732543,2.712024981475601,2.0691224727426696,0.16359690907166297,0.19046610917045975,0.0043400021170742036,0.13575738329628453,1.338943579972478,2.1523058466532587,0.015454641685191065,0.012420168660244875,0.49536007903743695,4.453794855509686,0.41219434741187677
TERRa,comprehension/language,Natural,7.3474120939184315,0.25552380671002706,6.040155489619253,0.5521611959701007,0.21348589661881828,0.7196375285423059,0.2725204597157798,19741,0.6775996184510972,1.0090744484634637,2.5396511191116327,0.09149998522764204,236929,0.011851651760654036,0.011113033862465127,0.010944206914307662,0.09476256600078505,0.1214372238096645,0.05471259322413043,0.012273719131047698,0.029506729864220926,0.025860067784019686,3.79860633354296e-05,0.3313397684538406,0.012864613449598826,0.029012911040860342,0.05690734355017748,0.03416213295966302,0.2603016093428833,0.03519197734342356,0.0006626457715180498,0.0003545365911306763,0.17514951736596196,0.0011775679633983177,10.137899098262054,9.97464400727644,7.830371562706752,38.5995311880248,67.21799386883015,15.532787922332682,-0.0268776376640756,0.0848063973063973,11.164894715111478,0.5671556627947908,0.9951370244668456,0.09705688668253888,0.0969049186971278,0.2252165543792108,0.805379666683552,0.94807760498455,0.12466440403221721,0.02927916518920014,0.05795045843675599,1.4651233473481586,0.3538321260321159,0.144926802087027,0.0014690238589737095,0.4661871232460362,0.05784914644648194,0.06261080998936223,0.0027860797325363457,0.007952991236512842,0.29704675548351145,0.00430575958664708,0.001519679854110734,0.1931513094574743,0.014842206575148169,0.007801023251101768,0.05354338685983486,0.16306164834608175,0.0001519679854110734,0.41477128818195635,1.221518666734208,1.320804417202776,0.11230434121878324,0.0664606656197761,0.0017729598297958563,0.05440453877716428,0.7105009877919052,1.1289701636188643,0.00658527936781318,0.0012157438832885873,0.23489184945038244,3.0857099437718456,0.27323843776911
DaNetQA,general_knowledge,Natural,7.420060630025043,0.28327462046323254,6.048626837772745,0.5482913356578837,0.18058401332422686,0.7075529913608205,0.2099913728027607,20823,0.6048623842218148,1.0223019039745018,2.568364547012234,0.1824502438381442,333828,0.03688126819799418,0.01083791653186671,0.021597948644211988,0.1571767497034401,0.12709539044058618,0.03741747247085325,0.012051116143642834,0.03996369387828463,0.019653833710773214,0.00022766214937033444,0.33731142983812024,0.020372766814047955,0.02544424074673185,0.02480319206297854,0.08723953652779276,0.18933402830199983,0.01376157781851732,0.006955677774183112,0.0013000706950884887,0.10671663251734426,0.00475394514540422,11.32129465421967,10.754272439699488,10.014592096517358,31.635086287163773,70.86082928686602,18.890937462306155,0.1163441361156205,0.4184605579605579,14.087370445059326,0.5687550721318613,1.0259328626998991,0.22297459539931805,0.09792056860202661,0.09936128319646545,0.8487249675839216,2.146952888632762,0.36349229217691975,0.008116025548672141,0.0833693511981943,2.0711713009652786,0.6448638524708256,0.0479277721749988,0.0032175959275800798,1.120972002113048,0.09119723382797867,0.03126350669932287,0.004514239062575037,0.11151130960956634,0.30360658886807856,0.009220573404408587,0.00470633434183355,0.20261249579791576,0.06718532392066465,0.04634298612111607,0.1843634442683571,0.09835278298035825,9.60476396292561e-05,0.16510589252269126,2.3410651683234884,1.1165057868702877,0.18671661143927387,0.20534985352734955,0.002785381549248427,0.04691927195889161,0.5054987273687749,1.3823656533640685,0.023339576429909234,0.017192527493636842,0.23051433511021466,3.02583681506027,0.2345003121548288
LiDiRus,comprehension/language,Natural,7.188508160733035,0.24221310171486748,5.8765868092011075,0.5289364003690624,0.2089656708345264,0.702300276796793,0.18545385129330916,2205,0.6690528459164519,0.9990137125767554,2.4870350927428335,0.10394196812064523,31431,0.013967102542076294,0.012821736502179376,0.022875505074607873,0.11014603417008685,0.12338137507556235,0.044542012662657886,0.013808023925423945,0.037765263593267796,0.032865642200375425,0.0,0.31468931946167794,0.016830517641818588,0.021666507588050013,0.05564570010499189,0.0655722057840985,0.17730902612070887,0.03028856861060736,0.000381788679965639,0.000381788679965639,0.13591677006776748,0.006935827686042442,9.745798731721386,9.535849002577072,8.550022843689352,38.83344262683599,67.14806180561372,16.477919352138386,0.1695887445887446,0.5345238095238095,12.312638580931264,0.8479646932728271,1.0226757369614512,0.13877551020408163,0.13424036281179139,0.22947845804988662,0.854875283446712,1.3401360544217686,0.17596371882086168,0.022675736961451247,0.06394557823129252,1.8149659863945578,0.5437641723356009,0.12789115646258503,0.005442176870748299,0.6390022675736962,0.10839002267573696,0.027210884353741496,0.0018140589569160999,0.005442176870748299,0.4312925170068027,0.0,0.027210884353741496,0.17687074829931973,0.0072562358276643995,0.050340136054421766,0.08798185941043084,0.10068027210884353,0.0,0.3419501133786848,1.7891156462585034,1.400453514739229,0.11791383219954649,0.13197278911564625,0.0,0.06213151927437642,0.8063492063492064,1.1791383219954648,0.010884353741496598,0.0018140589569160999,0.1709750566893424,2.527437641723356,0.2575963718820862
RCB,comprehension/language,Natural,6.7138885860678075,0.18810639921508776,5.426305461681021,0.4627984301755151,0.28156001308187073,0.6699007958138014,0.2628638395290527,3793,0.7633544096805843,1.0190232203205059,2.3030905919546494,0.2392347105636106,36692,0.002098550092663251,0.0016897416330535267,0.0027526436280388097,0.08813910389185653,0.09405319960754388,0.06933391474980923,0.014199280497111087,0.042570587594025946,0.04063556088520658,0.0002452850757658345,0.24980922271884878,0.007522075656818925,0.049275046331625424,0.12068025727679058,0.006459173661833642,0.25572331843453616,0.03602965224027036,0.00038155456230240927,5.450779461462989e-05,0.19072277335659,0.0,5.6421195932341845,5.8965889022130185,4.962629868592959,55.843563359196565,55.9534522978046,11.976279971887106,0.0,0.0,8.889855072463767,0.5660182655830093,1.0007909306617453,0.08436593725283417,0.055365146322172425,0.1207487476931189,0.9691537041919325,0.5844977590297917,0.02372791985235961,0.0350645926707092,0.02610071183759557,0.9222251515950435,0.4115475876614817,0.195096229897179,0.001318217769575534,0.4943316635908252,0.07065647244924862,0.07434748220406011,0.001318217769575534,0.003691009754811495,0.37490113366728184,0.009754811494858951,0.007645663063538096,0.09596625362509886,0.0002636435539151068,0.0,0.0018455048774057474,0.15686791457948854,0.0,0.32902715528605325,0.5897706301080938,1.2285789612443976,0.06432902715528606,0.02293698919061429,0.0010545742156604272,0.03585552333245452,0.5789612443975745,0.748220406011073,0.004218296862641709,0.001318217769575534,0.2378064856314263,2.4590034273662007,0.2225151595043501
MuSeRC,comprehension/language,Natural,6.858747621036996,0.1968446827275681,5.374396555725758,0.49079457364341084,0.20170124866545977,0.6722137121106624,0.3237478531309474,40021,0.677070278048554,0.9989758854384255,2.25781866499559,0.15320811864642808,344688,0.017993083600241377,0.015463259527456714,0.048261036067400086,0.08870050596481456,0.1201637422828761,0.037306201550387594,0.009750847142923456,0.03208698881307153,0.024686092930418232,3.7715267140138326e-05,0.2922004827554194,0.05257218121895743,0.02118437543517616,0.0553428027665599,0.10674581070417305,0.30226175555865015,0.01887213944204614,0.00015956459174673907,0.00011314580142041498,0.14155119992572993,0.007717123891751381,5.019578714298639,5.165404539757695,4.112288642963847,59.94361638673473,57.69213570821056,11.561711634678876,0.4043352321574037,0.8700263877577595,7.047429108497811,0.4466793112189505,1.0932760300842057,0.07740936008595488,0.054021638639714153,0.06506584043377227,0.43072386996826667,0.6017091027210715,0.23587616501336797,0.013068139226905874,0.029909297618750157,1.045900902026436,0.27752929711901253,0.058544264261262836,0.0004997376377401864,0.42832512930711375,0.04057869618450313,0.021438744659053998,0.0012243572124634567,0.0013742785037855127,0.19879563229304614,0.0028734914170060718,0.0018990030234127084,0.05664526123785013,0.031058694185552585,0.03798006046825417,0.13922690587441594,0.10551960220884037,0.0,0.1542190350066215,0.8628719922040928,0.8402838509782364,0.0629919292371505,0.233252542415232,0.0003997901101921491,0.046725469128707425,0.45233752280052975,0.7152994677794158,0.005921891007221209,0.0028734914170060718,0.11496464356212988,2.5942380250368555,0.15826690987231704
RuCoS,comprehension/language,Natural,7.505414130005775,0.270670186863239,5.905327994560411,0.5873221277633811,0.16821395482981066,0.6954850549676322,0.22281191638777284,631170,0.5930288229342039,0.9650924689102607,2.486582229613663,0.026559639435121265,12392111,0.04514823987615992,0.029864403248163286,0.026997175864548018,0.10892873700049975,0.14657139530141394,0.03131338962344672,0.006612594093129088,0.02367788668129264,0.0166304998397771,1.4363977210985279e-05,0.32675369031152157,0.01741018943422957,0.013658689790625666,0.03067483820956736,0.11661822590194681,0.17601932390695985,0.015566677864651149,0.044378879433859174,0.00015953698284335897,0.12866161382834612,0.035312143346682416,11.434565463734188,10.36664159722262,11.1824922965546,31.86778631351004,78.36576791996026,20.43114734936787,0.0474611701278969,0.2335925350430987,17.653483283028518,0.5698772644918986,1.0503113265839632,0.19691208390766354,0.11055816974824532,0.0930145602611024,0.7313101066273746,1.8391415941822329,0.8217881077998004,0.030349984948587545,0.06284836098040147,2.896176941236117,0.46807991507834656,0.16060966142243768,0.002528637292646989,0.8766893230033113,0.035025428965255005,0.04232932490454236,0.0031845620038975235,0.871364291712217,0.3157881394869845,0.009683603466577942,0.0031433686645436255,0.18506583012500594,0.11463631034428126,0.09967045328516881,0.28230429202908885,0.1847489582838221,0.00018853874550438075,0.29246161889823663,3.3288559342174056,1.6599109590126273,0.22711472345010061,0.24756087900248744,0.001459194828651552,0.09985740767146728,0.9027837191247999,1.8510559754107452,0.019238873837476432,0.005768651868751683,0.4276027060855237,3.4540472455915205,0.3200722467797899
ruOpenBookQA,general_knowledge,Artificial,7.221626589064175,0.24659212743145964,6.109281666411396,0.5449149946393016,0.1675026803492112,0.7812069229591055,0.09658829836115791,398,0.7021174758768571,1.00369505284117,2.5869964772553224,0.2780479399601777,52232,0.01236789707459029,0.0023931689385817126,0.015029100934293153,0.11448920202174911,0.10805636391484148,0.043249349058048704,0.01148721090519222,0.014914228825241231,0.023223311379996937,0.0,0.3828878848215653,0.013574054219635473,0.011066013172001838,0.05647878695052841,0.0370079644662276,0.08713049471588298,0.028124521366212282,0.00022974421810384438,9.57267575432685e-05,0.167789860621841,0.0004211977331903814,44.015851975453934,13.004354418747129,66.60080292717993,-119.2505234589243,185.7276803684528,50.34506104807056,0.0,0.0,35.46047582501919,0.5818548864255663,3.2738693467336684,1.7663316582914572,0.9974874371859297,2.0954773869346734,5.886934673366834,13.346733668341708,3.4447236180904524,0.6532663316582915,0.27638190954773867,14.489949748743719,1.9698492462311559,0.5879396984924623,0.01256281407035176,9.344221105527637,0.5628140703517588,0.7462311557788944,0.017587939698492462,0.03015075376884422,3.007537688442211,0.01256281407035176,0.002512562814070352,0.9874371859296482,0.04773869346733668,0.03768844221105527,0.9246231155778895,1.4974874371859297,0.0,3.3743718592964824,20.58040201005025,13.203517587939698,0.9095477386934674,0.5251256281407035,0.0,0.9447236180904522,9.64824120603015,11.178391959798995,0.09547738693467336,0.0,1.2939698492462313,11.243718592964823,5.371859296482412
ruWorldTree,general_knowledge,Artificial,7.2330227077977725,0.2557305055698372,6.093080548414739,0.5486289631533847,0.1648993144815767,0.7831512425021423,0.11771636675235647,719,0.6923200514138818,1.004605826906598,2.6036311053984575,0.30387746358183376,18672,0.020458440445586975,0.003909597257926307,0.02056555269922879,0.11584190231362468,0.11112896315338475,0.034168808911739505,0.006694515852613539,0.023404027420736932,0.03716795201371037,0.0,0.3926199657240788,0.019869323050556983,0.006694515852613539,0.044826478149100256,0.05184233076263925,0.11123607540702657,0.017512853470437018,0.00021422450728363326,0.00026778063410454157,0.14535132819194516,0.0005891173950299915,14.387101479251506,11.834203084832907,15.141514023511665,16.59654803425923,80.83229826248729,22.8340637398313,0.0,0.0,15.082191780821915,0.5938915874525923,1.4242002781641168,0.27816411682892905,0.15438108484005564,0.25591098748261476,0.8692628650904033,2.7051460361613353,0.6856745479833102,0.04728789986091794,0.055632823365785816,2.941585535465925,0.6091794158553546,0.12100139082058414,0.0,1.5827538247566064,0.07788595271210014,0.09040333796940195,0.0013908205841446453,0.005563282336578581,0.8929068150208623,0.0013908205841446453,0.0027816411682892906,0.16133518776077885,0.012517385257301807,0.009735744089012517,0.15855354659248957,0.21835883171070933,0.0,0.41585535465924894,4.1557719054242,2.691237830319889,0.18497913769123783,0.2712100139082058,0.0,0.17941585535465926,1.7816411682892908,2.258692628650904,0.02364394993045897,0.0,0.18219749652294853,2.867872044506259,0.6954102920723226
Polyglot-or-Not/Fact-Completion,general_knowledge,Artificial,7.082897609015686,0.15818061830549773,3.7569165947510026,0.49916239403015383,0.0961216305396213,0.44588557794811917,0.38778618203969745,134,0.38382659018224274,1.0045433778364383,1.528148636986649,0.2379054774354028,39398,0.03667698867962841,0.06053606782070156,0.07997867912076755,0.03198131884867252,0.04200720848774049,0.003147367886694756,0.005127163815422103,0.0008883699680186811,0.014036245494695163,0.0,0.13180872125488605,0.006929285750545713,0.00296969389309102,0.01845271333570232,0.2655464744403269,0.36552616884105793,0.01251332554952028,5.076399817249606e-05,0.0,0.08089243108787247,0.40476673942839736,74.94948445030545,0.2139996954160103,138.63279848283835,-267.2261360679722,343.93116477614967,60.34346837227237,0.059587925546449,0.3663630540219297,291.97222222222223,0.4579339530363491,1.3507462686567164,5.7164179104477615,3.462686567164179,0.39552238805970147,0.9328358208955224,9.402985074626866,73.23134328358209,0.007462686567164179,1.3880597014925373,16.134328358208954,0.2537313432835821,0.14925373134328357,0.0,18.17910447761194,0.1417910447761194,0.0,0.007462686567164179,0.014925373134328358,3.8955223880597014,0.05223880597014925,0.21641791044776118,0.07462686567164178,0.03731343283582089,67.67164179104478,26.380597014925375,0.6716417910447762,0.0,0.05970149253731343,23.35820895522388,11.701492537313433,3.5970149253731343,0.12686567164179105,0.0,0.08955223880597014,8.328358208955224,13.746268656716419,8.156716417910447,0.0,1.1343283582089552,107.26865671641791,0.3582089552238806
facebook/xnli-test,comprehension/language,Artificial,6.993973513218591,0.2302878494783658,5.675536927731759,0.49344443893325396,0.23825703090124498,0.682084222012797,0.20819073127986376,9118,0.6900534034356761,1.0062910239240779,2.4139427607757553,0.15404328488996907,120966,0.014623943918125755,0.01153216606319131,0.020377626771158838,0.1090141031364185,0.11144453813468247,0.059529123886050625,0.01811252748706248,0.03355488319031794,0.034348494618322505,0.0006944099995039928,0.2775986640874295,0.01937734570044475,0.034249293189821936,0.08269265744093382,0.06194302531289784,0.18491146272506323,0.028627878908122944,0.001926161070052742,0.0009837474992973232,0.14486715275366632,0.006605161780996313,8.210177574707629,8.247273779409092,7.532477481585804,44.5102973706432,62.6111690523515,15.50348099287357,0.2311534856137128,0.3008929118020027,10.923514800248396,0.5943223813374195,1.0604299188418513,0.15255538495284054,0.11076990568107041,0.16769028295678878,1.0149155516560648,1.162864663303356,0.23360386049572274,0.042114498793595086,0.056262338232068436,1.5160122833954814,0.4440666812897565,0.13939460407984208,0.002632156174599693,0.6273305549462601,0.13347225268699275,0.07435841193244133,0.001645097609124808,0.02555384952840535,0.43924106163632376,0.011186663742048695,0.0038385610879578856,0.14619434086422461,0.019960517657381004,0.05209475762228559,0.08115814871682386,0.20190831322658478,0.0,0.3426189953937267,1.3883527089273964,1.4448343935073482,0.10649265189734591,0.13105944286027638,0.001645097609124808,0.06722965562623383,0.6727352489581049,1.0710682167141916,0.008993200263215618,0.0012064049133581926,0.1923667470936609,2.4361702127659575,0.27308620311471815
alexandrainst/m_mmlu-test,academic/specialized,Artificial,7.483657253691965,0.2977761567785715,6.134751148673575,0.5536662530323865,0.18583917452012833,0.7068311142413165,0.2075927043856413,38404,0.5948941319828733,0.9962255871929884,2.6077237817352517,0.10938949816100435,715608,0.009840583112542062,0.0056525360253099465,0.015017998680842025,0.137729036008541,0.1138137080636326,0.037711987568612985,0.011384724597824507,0.029683849258253122,0.03368045074957239,7.546030787805614e-05,0.34198192306402386,0.037017473253513095,0.022527696727817466,0.04296905568411756,0.044740975506143026,0.17340918491688187,0.027654805424198722,0.004902125185855944,0.006151412505170428,0.12119624151770243,0.008641602665146282,12.590290550242464,11.53281246157114,11.576888762380284,25.88701152908521,74.00030929448955,20.875875480323145,-0.0194701836790055,0.5478572679447437,13.95507738769347,0.5971567762689781,1.1750078116862828,0.22487240912404957,0.16612852827830435,0.2618737631496719,0.9128736589938548,2.1014217269034474,0.5916831580043745,0.03426726382668472,0.09735965003645454,2.155244245391105,0.5604624518279346,0.12222685136964899,0.012628892823664202,0.9725549421935215,0.07811686282678888,0.034814081866472245,0.0015362983022601813,0.09139672950734298,0.5559056348297052,0.0025518175190084365,0.0013800645766066035,0.23513175710863451,0.03252265389021977,0.1229299031350901,0.09725549421935215,0.16133736069159463,0.0003385064055827518,0.46880533277783565,2.757499218831372,1.5968909488594938,0.18419956254556816,0.3511873763149672,0.00046870117696073325,0.08415790021872721,0.9504999479220915,1.2680710342672639,0.01973752734090199,0.0015623372565357774,0.19828663680866576,3.212139360483283,0.3749869805228622
X-CODAH-ru-test+val,comprehension/language,Artificial,6.4776174849854495,0.14516129032258066,5.287660206798341,0.45028171630239616,0.238406290632159,0.7036870781994923,0.21761810414215838,5770,0.7969320785090707,0.9535632468577797,2.2271685963717416,0.16026871401151632,64604,0.005974862237632344,0.001965822549687326,0.034843043774379294,0.06959321404247415,0.1224072812828927,0.04453284626338926,0.011763977462695809,0.024007801374527894,0.03202588075041793,1.547891771407343e-05,0.308185251687202,0.012955854126679463,0.016624357624914866,0.09244009658844654,0.05422264875239923,0.20165933997894867,0.02679400656306111,0.0009751718159866262,7.739458857036717e-05,0.20026623738468205,0.0013931025942666088,5.201380624193668,5.626163705033751,5.154632313305744,58.42667342391621,56.224705425733546,11.321355605798905,0.392808837890625,0.2108333333333333,5.934219053791316,0.6088220839979717,1.6050259965337954,0.043327556325823226,0.030849220103986136,0.17729636048526862,0.5734835355285962,0.5989601386481802,0.06568457538994801,0.013691507798960138,0.02079722703639515,1.3880415944540727,0.26967071057192377,0.10103986135181976,0.0005199306759098787,0.3882149046793761,0.09324090121317158,0.03674176776429809,0.0,0.010918544194107453,0.3509532062391681,0.0008665511265164644,0.0001733102253032929,0.11369150779896015,0.0010398613518197574,0.00901213171577123,0.018890814558058924,0.17001733102253033,0.0,0.27469670710571925,0.5913344887348354,1.855632582322357,0.039341421143847484,0.054939341421143845,0.0003466204506065858,0.0708838821490468,0.921317157712305,1.1495667244367418,0.0006932409012131716,0.0008665511265164644,0.03396880415944541,2.2514731369150778,0.33188908145580587
NLPCoreTeam/mmlu_ru-philosophy,academic/specialized,Artificial,7.607853449031467,0.2817950740643352,6.283285125777895,0.5500920326058375,0.2372688228591463,0.7211850293627837,0.2973967920063108,361,0.6766587781575949,1.0171794197563326,2.6578140064861073,0.3230782715400123,11409,0.0018406521167499343,0.0005259006047856955,0.025593829432903847,0.13480585502673328,0.09545095976860374,0.04373740029801034,0.015777018143570864,0.0330440880007012,0.04584100271715313,0.0,0.30388289946533437,0.008326759575773512,0.03672539223420107,0.08519589797528267,0.03541064072223683,0.2658427557191691,0.049522306950652996,0.002191252519940398,0.0,0.14462266631606627,0.0014024016127618547,17.158252699003974,13.120609168200543,18.29794252435689,6.015336658938395,86.61308137692724,26.43431551629032,0.0,0.0,9.79946761313221,0.5621163376623839,3.1218836565096955,0.5761772853185596,0.42382271468144045,0.4404432132963989,2.102493074792244,2.811634349030471,0.5069252077562327,0.21606648199445982,0.13850415512465375,3.1717451523545708,1.080332409972299,0.6371191135734072,0.038781163434903045,1.6842105263157894,0.13019390581717452,0.12465373961218837,0.0,0.07756232686980609,1.3767313019390581,0.008310249307479225,0.002770083102493075,0.4626038781163435,0.0,0.027700831024930747,0.07202216066481995,0.29916897506925205,0.0,1.3573407202216066,2.9916897506925206,3.6398891966759,0.2742382271468144,0.09695290858725762,0.0,0.036011080332409975,1.592797783933518,2.0831024930747923,0.019390581717451522,0.0,0.7340720221606648,7.7229916897506925,1.0609418282548477
NLPCoreTeam/mmlu_ru-logical_fallacies,academic/specialized,Artificial,7.639684911041695,0.3194350129023496,6.386934673366834,0.5845443433383132,0.19204128751867444,0.7514600027162841,0.18701616189053374,143,0.624066277332609,1.008013038163792,2.7426320793154964,0.2235501833491783,7363,0.0048893114219747385,0.004074426184978949,0.009099551813119652,0.13961700393861198,0.11191090588075513,0.044547059622436505,0.015754447915251935,0.024310742903707726,0.034904250984652996,0.0004074426184978949,0.29756892570962923,0.008556294988455792,0.030014939562678256,0.11354067635474671,0.02498981393453755,0.15632215129702567,0.0558196387342116,0.00027162841233192993,0.0,0.1291593100638327,0.012766535379600706,23.38501874758408,14.118390601656934,28.66107431886326,-24.93355160322497,109.9439448233418,35.90581381889671,0.0,0.0,32.554054054054056,0.6100610152374298,1.5524475524475525,1.3216783216783217,0.5384615384615384,1.3076923076923077,2.986013986013986,4.923076923076923,1.1888111888111887,0.11888111888111888,0.3076923076923077,5.93006993006993,1.2797202797202798,0.7202797202797203,0.0,2.062937062937063,0.3916083916083916,0.14685314685314685,0.0,0.013986013986013986,1.5174825174825175,0.0,0.02097902097902098,0.7902097902097902,0.006993006993006993,0.42657342657342656,0.24475524475524477,0.34265734265734266,0.0,2.762237762237762,7.566433566433567,6.048951048951049,0.6363636363636364,0.2867132867132867,0.0,0.09090909090909091,3.2517482517482517,3.1888111888111887,0.08391608391608392,0.0,0.4125874125874126,7.7622377622377625,1.5804195804195804
